trial_id,refined_factor_id,source_factor_id,refinement_type,source_candidate_goal,input_artifacts,evaluation_date_range,universe_mode,row_count,valid_factor_value_count,no_lookahead_status,bucket_status,ic_rankic_status,monotonicity_status,rolling_stability_status,horizon_consistency_status,refinement_improvement_status,score_validity_classification,accepted_for_downstream,candidate_for_rec_tiering,rejection_reason,recommended_next_action
goal_quant_research03_trial_011,alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,5504,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_012,alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,5740,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_013,alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,4475,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_014,alpha_price_volume_confirmation_5d__review_queue_conditioned,alpha_price_volume_confirmation_5d,review_queue_conditioned,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,236,passed_current_or_past_only,collapsed_or_imbalanced,ic_rankic_available,directionally_inconsistent_or_inverse,factor_unstable,horizons_conflicting,refined_candidate_too_sparse,factor_too_sparse_after_refinement,false,false,valid_rows_or_minimum_bucket_size_below_threshold_after_refinement,collect_more_evidence_or_redesign_refinement_before_rec_tiering
goal_quant_research03_trial_015,alpha_price_volume_confirmation_5d__risk_filtered,alpha_price_volume_confirmation_5d,risk_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,5465,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_016,alpha_risk_adjusted_relative_strength__downside_risk_filtered,alpha_risk_adjusted_relative_strength,downside_risk_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,4768,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_017,alpha_risk_adjusted_relative_strength__horizon_specific,alpha_risk_adjusted_relative_strength,horizon_specific,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,5000,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_018,alpha_risk_adjusted_relative_strength__liquidity_filtered,alpha_risk_adjusted_relative_strength,liquidity_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,3900,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_not_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_019,alpha_risk_adjusted_relative_strength__review_queue_conditioned,alpha_risk_adjusted_relative_strength,review_queue_conditioned,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,1300,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_not_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_020,alpha_risk_adjusted_relative_strength__risk_filtered,alpha_risk_adjusted_relative_strength,risk_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,4735,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_021,alpha_vol_adj_momentum_20d__downside_risk_filtered,alpha_vol_adj_momentum_20d,downside_risk_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,4768,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_022,alpha_vol_adj_momentum_20d__horizon_specific,alpha_vol_adj_momentum_20d,horizon_specific,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,5000,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_023,alpha_vol_adj_momentum_20d__liquidity_filtered,alpha_vol_adj_momentum_20d,liquidity_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,3900,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_not_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_024,alpha_vol_adj_momentum_20d__review_queue_conditioned,alpha_vol_adj_momentum_20d,review_queue_conditioned,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,1300,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_not_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_025,alpha_vol_adj_momentum_20d__risk_filtered,alpha_vol_adj_momentum_20d,risk_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,4735,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
goal_quant_research03_trial_026,alpha_vol_adj_momentum_5d__downside_risk_filtered,alpha_vol_adj_momentum_5d,downside_risk_filtered,GOAL-ALPHA-FACTOR-CANDIDATE-02,outputs/research/goal_alpha_factor_candidate02_refined_candidate_registry.csv;outputs/research/goal_alpha_factor_candidate02_refined_candidate_panel.csv;outputs/research/goal_alpha_factor_candidate02_coverage_summary.csv;outputs/research/goal_alpha_factor_candidate02_construction_warnings.csv;outputs/research/goal_alpha_factor_candidate02_trial_registry.csv;outputs/research/goal_alpha_factor_candidate02_intraday_redefinition_status.csv;outputs/research/goal_quant_research02_alpha_evaluation_panel.csv;outputs/research/goal_quant_research02_alpha_factor_score_validity_classification.csv;outputs/research/goal_quant_research02_alpha_factor_ic_rankic_summary.csv;outputs/research/goal_quant_research02_alpha_factor_monotonicity_summary.csv;outputs/research/goal_quant_research02_alpha_factor_rolling_stability_summary.csv;outputs/research/goal_quant_research02_alpha_factor_horizon_consistency_summary.csv;outputs/research/goal_quant_research02_alpha_factor_bucket_metrics.csv;outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv;outputs/mvp/goal_mvp01_symbol_diagnostic_table.csv;outputs/mvp/goal_mvp01_review_queue.csv;outputs/diagnostics/goal_risk_tiering01_risk_tiered_diagnostics.csv;outputs/diagnostics/goal_risk_tiering011_downside_risk_diagnostics.csv,2025-11-19..2026-05-21,p02b_universe,6000,5508,passed_current_or_past_only,not_collapsed,ic_rankic_available,expected_direction_aligned,factor_unstable,horizons_consistent_positive,refined_candidate_partially_improved,factor_signal_weak_or_unreliable,false,false,rolling_window_stability_not_acceptable,continue_refined_alpha_research_before_recommendation_tiering
